show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description
s1181,TV Show,Netflix_Title_1181,Christopher Nolan,Actor A,Canada,2020.0,PG-13,2 Seasons,Thriller,Description of Netflix show 1181
,TV Show,Netflix_Title_1182,,Actor B,Spain,2023.0,TV-14,120 min,Horror,Description of Netflix show 1182
s1183,Movie,Netflix_Title_1183,Unknown,Actor B,India,2010.0,PG-13,120 min,Sci-Fi,Description of Netflix show 1183
,TV Show,Netflix_Title_1184,Rajkumar Hirani,Actor D,,,G,80 min,Drama,Description of Netflix show 1184
s1185,TV Show,Netflix_Title_1185,Christopher Nolan,Actor C,,1990.0,PG-13,2 Seasons,Action,Description of Netflix show 1185
s1186,Movie,Netflix_Title_1186,Rajkumar Hirani,Actor D,Germany,,TV-14,100 min,Comedy,Description of Netflix show 1186
,TV Show,Netflix_Title_1187,Alex Pina,Actor A,Germany,2005.0,TV-MA,,Romance,Description of Netflix show 1187
s1188,TV Show,Netflix_Title_1188,,Actor C,Canada,2023.0,TV-14,90 min,Thriller,Description of Netflix show 1188
s1189,Movie,Netflix_Title_1189,Rajkumar Hirani,Actor D,,,TV-14,3 Seasons,Sci-Fi,Description of Netflix show 1189
s1190,TV Show,Netflix_Title_1190,Unknown,,Canada,2023.0,G,2 Seasons,Romance,Description of Netflix show 1190
s1191,TV Show,Netflix_Title_1191,Unknown,Actor D,Spain,2015.0,PG-13,90 min,Action,Description of Netflix show 1191
s1192,Movie,,Christopher Nolan,Actor A,Canada,2015.0,PG-13,90 min,Action,
s1193,TV Show,Netflix_Title_1193,Alex Pina,Actor D,India,inf,TV-14,90 min,Thriller,Description of Netflix show 1193
s1194,Movie,Netflix_Title_1194,Unknown,Actor A,Germany,2010.0,PG-13,3 Seasons,Sci-Fi,Description of Netflix show 1194
s1195,TV Show,Netflix_Title_1195,Christopher Nolan,Actor D,India,1995.0,R,120 min,Romance,
s1196,TV Show,Netflix_Title_1196,Unknown,Actor D,United States,1990.0,R,120 min,Comedy,
s1197,Movie,Netflix_Title_1197,Christopher Nolan,Actor C,United States,2023.0,,3 Seasons,Sci-Fi,
s1198,Movie,Netflix_Title_1198,Christopher Nolan,Actor C,,1990.0,R,4 Seasons,Action,
s1199,TV Show,Netflix_Title_1199,Christopher Nolan,,United States,inf,TV-14,80 min,Comedy,Description of Netflix show 1199
s1200,TV Show,Netflix_Title_1200,Alex Pina,Actor A,Germany,2015.0,,100 min,Comedy,Description of Netflix show 1200
